frameIndex,EnergyFlow,Volume,PathCurvature,CoMHeight,PosturalSway,SwayRaw,LeftAngularIntensity,RightAngularIntensity,SyncCorrelation,TransitionTorque,Jerk
89,5.778458089189677,0.05326709146308788,7.233680515131736,0.8393640121817587,0.07940469664982165,0.0703366272631929,3.7953795723139625,4.331782341409769,0.6798690608734975,24.18399483745146,248188.50924412676
90,5.726436284817314,0.05224255567865441,10,0.8294671842455862,0.0796021637129041,0.0707285599891278,2.919188490069032,3.662109324486127,0.6628853341133293,24.30570657677458,260499.86839500253
91,5.686897932275357,0.05221436205578635,10,0.8339872643351554,0.07940881644761415,0.06653995387376743,2.108228983569012,4.010048805296526,0.6170984653145085,24.34462418916606,265908.56560180715
92,5.71054188657112,0.05297521148607214,7.736065876973838,0.8429122641682623,0.07852212329314101,0.061325046478740514,2.0714262590764543,4.064839249212305,0.4860391966963565,24.42258884057914,267844.67322563345
93,5.927493083707684,0.05761775417407479,7.436097814155305,0.853870956301689,0.07714544917133466,0.05692021652480096,4.911281324487027,4.883569851410582,0.3658143855633869,24.673625992394978,257071.62258696833
94,6.139413225978191,0.06149048820242392,8.831936171139237,0.8561521378159522,0.07534116011970146,0.047467466612392505,5.734195571294503,3.7104378002587692,0.329915666845431,24.459554186085754,260158.0222775825
95,6.215849438614669,0.06465252534043221,6.8883081126618215,0.852634099423885,0.07348093389887154,0.035104352473334606,4.870661654988531,3.674654556491753,0.31964495267776105,24.34544630138164,252313.1727499497
96,6.178396901641685,0.06695832881010744,5.137476535842088,0.8494091606140136,0.0719330561797355,0.015410269152203376,5.954061678923749,5.122113565470494,0.3087718371298937,24.567046531842895,262265.8318079957
97,6.360098589299261,0.0668763438896557,7.515454704527751,0.8448273214697837,0.07094055364114779,0.03683508106026613,3.2212898142701407,5.021399203783631,0.19633803371000252,25.08996717549756,266870.150387977
98,6.54314184033435,0.06521174431464193,8.01044466345689,0.8427329376339912,0.07054627782653344,0.06542872678280527,3.404391570283416,5.49325956432291,0.09926464899296361,25.566959566415207,275725.4191826697
99,6.623288028177107,0.06062790903044387,7.05023489863386,0.8374970573186873,0.07066947846099936,0.09569915264786763,2.0779607915960012,5.827843756221734,-0.16734115334145863,25.40320490660362,272827.0033882157
100,6.864883133971801,0.054340201260616755,7.87449759401782,0.8328810349106787,0.07098327777380559,0.12204591440225229,4.339749971211793,4.82634709215743,-0.16508894970170496,25.62069276860012,288767.5811663338
101,7.179917014679342,0.05049244126060189,8.328890413683272,0.8304743260145186,0.07158943299210374,0.13583158042560947,5.717596948891223,4.470977964518265,-0.1643710793949638,26.579595561281483,312103.3063399419
102,8.112770738892362,0.04946335180551124,8.428653482432392,0.8333045899868011,0.07241379004099169,0.136480580983772,5.583289660878275,5.627765938368888,-0.11233687583374315,27.653228084754037,317621.33755427465
103,9.634744029952115,0.051281037908885184,9.977616937538006,0.8363924315571785,0.0731384276691799,0.1226477438560289,4.215930513714804,5.409924199023251,-0.10856750094128806,28.40528653038297,399643.98139117355
104,11.13955396187997,0.05235836554457699,9.2360935523143,0.8395956382155415,0.07362240897247092,0.10778292591346211,2.4834733176316197,5.2828441095590195,-0.1881648615566297,29.248416035575588,451651.7567166965
105,11.798603010338526,0.05174415240911839,6.5383939644613,0.8462860751152036,0.07364166491162313,0.09347699112946964,4.536534445201298,4.704979696249431,-0.16708014203804408,30.15242310628465,466560.4232861191
106,12.092432709464097,0.04954632859627274,6.630119061412649,0.8510791590809822,0.07387789964338058,0.0762181217249534,3.870094470690859,5.716482164580248,-0.1504870774038484,29.97868896763098,508076.9277402795
107,12.729104869082237,0.047630641758782684,6.688481287753801,0.8591523212194441,0.07504985216488973,0.05225436810133109,6.369637523696866,5.822466576349174,-0.099796296907534,30.363606542000664,501338.7457050641
108,13.228001106113377,0.047199856637532484,7.232106713865766,0.8739779752492904,0.07657510615497118,0.03372355456053856,11.391520392730516,8.680316800639309,0.37340908665155553,30.72243230381561,518588.67327283014
109,13.386673118845703,0.047230436694448985,6.3830484214256735,0.8917762267589567,0.07749139668954759,0.0172456841552991,10.987161135361056,6.173829755465032,0.5128396847278675,31.59986945001184,521206.27663288254
110,13.48910734218382,0.04463415341344658,7.622800683020798,0.8990809637308119,0.07773165006999448,0.018036878125241615,9.405747140549227,8.740945794055271,0.6472321892604631,31.99602420482318,533443.8181291211
111,13.737882387913434,0.043571107319363644,10,0.9014199301600454,0.07671943762014019,0.030943961905487077,6.423580107500572,7.939871384690849,0.6622950567781893,32.28129244860267,541737.6845143969
112,13.975335940326417,0.04797513486558259,6.988029299894475,0.9053891205787659,0.07716439877349009,0.04955554040596025,9.791023771755967,9.009691036723684,0.7174042153127757,32.46841512639053,550245.6258869161
113,14.114318800525009,0.05652509317396061,9.537389242301682,0.9159248247742652,0.07767625326362093,0.06949041344400622,8.761753093142133,9.651088611822914,0.73460652592965,32.51659413297774,550267.810934252
114,14.48237970373785,0.06031533992074711,8.759871107737665,0.9187839716672894,0.07777704475558461,0.09106448623523786,7.743753187181297,6.716174739280423,0.7290189564394137,32.26711089463632,567691.3757767904
115,14.622118884396475,0.06345297223232467,5.262841817079142,0.9093736964464185,0.07723546544120022,0.10122202680325829,5.288208878205721,8.919602891468399,0.6946054399043603,32.74838850297513,572081.608761144
116,14.733140139757358,0.06163146081180845,7.187560709287315,0.9001441401243208,0.0758579685486655,0.1095965232386694,5.799126856832398,8.630425427189179,0.6851443034393818,33.034509882334156,580561.645229982
117,14.896049370874724,0.05692673127617511,5.7236486734731695,0.8928976893424987,0.07412816376276699,0.10895201313509673,5.83152585959392,6.701785635031782,0.6811224036309341,32.83245703057508,592179.0089986775
118,14.895491163264262,0.04975509860709637,2.812096661878764,0.8865525704622267,0.07258884827769557,0.09814305052010848,8.875416499417334,7.608915384129204,0.6829163070057174,32.91618380614322,589049.1110281098
119,14.940326496024095,0.0437128159581522,6.934826597643911,0.8808761927485462,0.07161515475736444,0.08578686622231749,8.768256082189659,7.560324237100431,0.6850370003955857,32.886748216992174,599722.3639620875
120,15.086286301416935,0.03829015751321881,6.979126076280609,0.8704474562406538,0.07129691066247777,0.07093356137691142,7.365927511692041,8.001801415413006,0.672842573920597,33.1042649268811,599790.0182283663
